"Precinct","DATE","n"
73,2015-06-23,8
75,2015-06-23,10
76,2015-06-23,5
77,2015-06-23,8
78,2015-06-23,10
79,2015-06-23,8
81,2015-06-23,6
83,2015-06-23,7
84,2015-06-23,9
88,2015-06-23,5
90,2015-06-23,19
94,2015-06-23,4
100,2015-06-23,1
101,2015-06-23,4
102,2015-06-23,10
103,2015-06-23,12
104,2015-06-23,5
105,2015-06-23,10
106,2015-06-23,9
107,2015-06-23,10
108,2015-06-23,13
109,2015-06-23,21
110,2015-06-23,13
111,2015-06-23,14
112,2015-06-23,10
113,2015-06-23,8
114,2015-06-23,14
115,2015-06-23,11
120,2015-06-23,7
121,2015-06-23,0
122,2015-06-23,5
123,2015-06-23,4
1,2015-06-24,9
5,2015-06-24,9
6,2015-06-24,6
7,2015-06-24,6
9,2015-06-24,6
10,2015-06-24,13
13,2015-06-24,12
14,2015-06-24,13
17,2015-06-24,7
18,2015-06-24,19
19,2015-06-24,16
20,2015-06-24,2
22,2015-06-24,4
23,2015-06-24,7
24,2015-06-24,1
25,2015-06-24,3
26,2015-06-24,4
28,2015-06-24,4
30,2015-06-24,3
32,2015-06-24,5
33,2015-06-24,5
34,2015-06-24,6
40,2015-06-24,6
41,2015-06-24,3
42,2015-06-24,4
43,2015-06-24,7
44,2015-06-24,9
45,2015-06-24,9
46,2015-06-24,4
47,2015-06-24,9
48,2015-06-24,14
49,2015-06-24,7
50,2015-06-24,3
52,2015-06-24,15
60,2015-06-24,8
61,2015-06-24,10
62,2015-06-24,4
63,2015-06-24,7
66,2015-06-24,11
67,2015-06-24,21
68,2015-06-24,7
69,2015-06-24,6
70,2015-06-24,14
71,2015-06-24,12
72,2015-06-24,7
73,2015-06-24,5
75,2015-06-24,13
76,2015-06-24,3
77,2015-06-24,7
78,2015-06-24,5
79,2015-06-24,7
81,2015-06-24,6
83,2015-06-24,7
84,2015-06-24,7
88,2015-06-24,3
90,2015-06-24,16
94,2015-06-24,4
100,2015-06-24,2
101,2015-06-24,5
102,2015-06-24,6
103,2015-06-24,7
104,2015-06-24,17
105,2015-06-24,19
106,2015-06-24,15
107,2015-06-24,8
108,2015-06-24,13
109,2015-06-24,25
110,2015-06-24,9
111,2015-06-24,17
112,2015-06-24,10
113,2015-06-24,10
114,2015-06-24,7
115,2015-06-24,13
120,2015-06-24,5
121,2015-06-24,2
122,2015-06-24,15
123,2015-06-24,8
1,2015-06-25,14
5,2015-06-25,8
6,2015-06-25,7
7,2015-06-25,2
9,2015-06-25,2
10,2015-06-25,13
13,2015-06-25,19
14,2015-06-25,4
17,2015-06-25,20
18,2015-06-25,18
19,2015-06-25,17
20,2015-06-25,3
22,2015-06-25,0
23,2015-06-25,8
24,2015-06-25,2
25,2015-06-25,4
26,2015-06-25,2
28,2015-06-25,2
30,2015-06-25,2
32,2015-06-25,1
33,2015-06-25,1
34,2015-06-25,2
40,2015-06-25,5
41,2015-06-25,4
42,2015-06-25,4
43,2015-06-25,9
44,2015-06-25,12
45,2015-06-25,6
46,2015-06-25,4
47,2015-06-25,12
48,2015-06-25,8
49,2015-06-25,9
50,2015-06-25,3
52,2015-06-25,7
60,2015-06-25,6
61,2015-06-25,9
62,2015-06-25,11
63,2015-06-25,6
66,2015-06-25,8
67,2015-06-25,16
68,2015-06-25,4
69,2015-06-25,6
70,2015-06-25,8
71,2015-06-25,3
72,2015-06-25,10
73,2015-06-25,6
75,2015-06-25,8
76,2015-06-25,5
77,2015-06-25,4
78,2015-06-25,8
79,2015-06-25,5
81,2015-06-25,6
83,2015-06-25,7
84,2015-06-25,8
88,2015-06-25,4
90,2015-06-25,12
94,2015-06-25,4
100,2015-06-25,3
101,2015-06-25,3
102,2015-06-25,10
103,2015-06-25,6
104,2015-06-25,13
105,2015-06-25,14
106,2015-06-25,8
107,2015-06-25,10
108,2015-06-25,14
109,2015-06-25,18
110,2015-06-25,10
111,2015-06-25,5
112,2015-06-25,10
113,2015-06-25,9
114,2015-06-25,8
115,2015-06-25,9
120,2015-06-25,5
121,2015-06-25,0
122,2015-06-25,7
123,2015-06-25,7
1,2015-06-26,11
5,2015-06-26,12
6,2015-06-26,6
7,2015-06-26,8
9,2015-06-26,4
10,2015-06-26,12
13,2015-06-26,10
14,2015-06-26,16
17,2015-06-26,14
18,2015-06-26,19
19,2015-06-26,26
20,2015-06-26,6
22,2015-06-26,2
23,2015-06-26,5
24,2015-06-26,5
25,2015-06-26,8
26,2015-06-26,1
28,2015-06-26,5
30,2015-06-26,2
32,2015-06-26,4
33,2015-06-26,5
34,2015-06-26,4
40,2015-06-26,3
41,2015-06-26,8
42,2015-06-26,3
43,2015-06-26,5
44,2015-06-26,7
45,2015-06-26,11
46,2015-06-26,7
47,2015-06-26,14
48,2015-06-26,8
49,2015-06-26,5
50,2015-06-26,4
52,2015-06-26,13
60,2015-06-26,3
61,2015-06-26,7
62,2015-06-26,3
63,2015-06-26,7
66,2015-06-26,9
67,2015-06-26,16
68,2015-06-26,4
69,2015-06-26,10
70,2015-06-26,10
71,2015-06-26,10
72,2015-06-26,12
73,2015-06-26,7
75,2015-06-26,14
76,2015-06-26,1
77,2015-06-26,8
78,2015-06-26,11
79,2015-06-26,3
81,2015-06-26,8
83,2015-06-26,9
84,2015-06-26,11
88,2015-06-26,2
90,2015-06-26,4
94,2015-06-26,6
100,2015-06-26,3
101,2015-06-26,4
102,2015-06-26,10
103,2015-06-26,8
104,2015-06-26,5
105,2015-06-26,17
106,2015-06-26,16
107,2015-06-26,11
108,2015-06-26,16
109,2015-06-26,22
110,2015-06-26,8
111,2015-06-26,17
112,2015-06-26,13
113,2015-06-26,8
114,2015-06-26,15
115,2015-06-26,9
120,2015-06-26,6
121,2015-06-26,2
122,2015-06-26,10
123,2015-06-26,4
1,2015-06-27,8
5,2015-06-27,6
6,2015-06-27,4
7,2015-06-27,3
9,2015-06-27,6
10,2015-06-27,10
13,2015-06-27,8
14,2015-06-27,10
17,2015-06-27,7
18,2015-06-27,11
19,2015-06-27,11
20,2015-06-27,10
22,2015-06-27,3
23,2015-06-27,4
24,2015-06-27,3
25,2015-06-27,7
26,2015-06-27,1
28,2015-06-27,0
30,2015-06-27,1
32,2015-06-27,9
33,2015-06-27,5
34,2015-06-27,3
40,2015-06-27,6
41,2015-06-27,1
42,2015-06-27,1
43,2015-06-27,13
44,2015-06-27,4
45,2015-06-27,4
46,2015-06-27,2
47,2015-06-27,14
48,2015-06-27,1
49,2015-06-27,6
50,2015-06-27,1
52,2015-06-27,5
60,2015-06-27,3
61,2015-06-27,8
62,2015-06-27,9
63,2015-06-27,6
66,2015-06-27,2
67,2015-06-27,12
68,2015-06-27,6
69,2015-06-27,7
70,2015-06-27,3
71,2015-06-27,4
72,2015-06-27,6
73,2015-06-27,3
75,2015-06-27,20
76,2015-06-27,6
77,2015-06-27,3
78,2015-06-27,9
79,2015-06-27,1
81,2015-06-27,8
83,2015-06-27,7
84,2015-06-27,2
88,2015-06-27,5
90,2015-06-27,5
94,2015-06-27,3
100,2015-06-27,2
101,2015-06-27,1
102,2015-06-27,11
103,2015-06-27,6
104,2015-06-27,13
105,2015-06-27,14
106,2015-06-27,12
107,2015-06-27,11
108,2015-06-27,8
109,2015-06-27,23
110,2015-06-27,8
111,2015-06-27,6
112,2015-06-27,8
113,2015-06-27,13
114,2015-06-27,15
115,2015-06-27,11
120,2015-06-27,6
121,2015-06-27,5
122,2015-06-27,5
123,2015-06-27,2
1,2015-06-28,6
5,2015-06-28,7
6,2015-06-28,0
7,2015-06-28,2
9,2015-06-28,2
10,2015-06-28,8
13,2015-06-28,7
14,2015-06-28,19
17,2015-06-28,13
18,2015-06-28,10
19,2015-06-28,6
20,2015-06-28,4
22,2015-06-28,2
23,2015-06-28,1
24,2015-06-28,2
25,2015-06-28,2
26,2015-06-28,0
28,2015-06-28,5
30,2015-06-28,2
32,2015-06-28,2
33,2015-06-28,3
34,2015-06-28,7
40,2015-06-28,3
41,2015-06-28,4
42,2015-06-28,5
43,2015-06-28,4
44,2015-06-28,4
45,2015-06-28,3
46,2015-06-28,7
47,2015-06-28,8
48,2015-06-28,6
49,2015-06-28,6
50,2015-06-28,4
52,2015-06-28,6
60,2015-06-28,4
61,2015-06-28,8
62,2015-06-28,7
63,2015-06-28,3
66,2015-06-28,8
67,2015-06-28,10
68,2015-06-28,4
69,2015-06-28,9
70,2015-06-28,5
71,2015-06-28,6
72,2015-06-28,4
73,2015-06-28,6
75,2015-06-28,10
76,2015-06-28,4
77,2015-06-28,8
78,2015-06-28,0
79,2015-06-28,4
81,2015-06-28,2
83,2015-06-28,5
84,2015-06-28,4
88,2015-06-28,4
90,2015-06-28,9
94,2015-06-28,5
100,2015-06-28,3
101,2015-06-28,2
102,2015-06-28,11
103,2015-06-28,5
104,2015-06-28,10
105,2015-06-28,12
106,2015-06-28,13
107,2015-06-28,7
108,2015-06-28,9
109,2015-06-28,9
110,2015-06-28,6
111,2015-06-28,6
112,2015-06-28,10
113,2015-06-28,11
114,2015-06-28,7
115,2015-06-28,10
120,2015-06-28,10
121,2015-06-28,6
122,2015-06-28,7
123,2015-06-28,4
1,2015-06-29,11
5,2015-06-29,9
6,2015-06-29,7
7,2015-06-29,3
9,2015-06-29,4
10,2015-06-29,10
13,2015-06-29,9
14,2015-06-29,13
17,2015-06-29,6
18,2015-06-29,10
19,2015-06-29,12
20,2015-06-29,6
22,2015-06-29,0
23,2015-06-29,3
24,2015-06-29,1
25,2015-06-29,6
26,2015-06-29,4
28,2015-06-29,3
30,2015-06-29,7
32,2015-06-29,2
33,2015-06-29,6
34,2015-06-29,6
40,2015-06-29,6
41,2015-06-29,4
42,2015-06-29,3
43,2015-06-29,8
44,2015-06-29,2
45,2015-06-29,4
46,2015-06-29,2
47,2015-06-29,6
48,2015-06-29,6
49,2015-06-29,12
50,2015-06-29,5
52,2015-06-29,6
60,2015-06-29,6
61,2015-06-29,10
62,2015-06-29,6
63,2015-06-29,7
66,2015-06-29,6
67,2015-06-29,9
68,2015-06-29,9
69,2015-06-29,1
70,2015-06-29,12
71,2015-06-29,10
72,2015-06-29,9
73,2015-06-29,3
75,2015-06-29,17
76,2015-06-29,3
77,2015-06-29,4
78,2015-06-29,8
79,2015-06-29,6
81,2015-06-29,4
83,2015-06-29,4
84,2015-06-29,4
88,2015-06-29,1
90,2015-06-29,15
94,2015-06-29,4
100,2015-06-29,4
101,2015-06-29,4
102,2015-06-29,12
103,2015-06-29,9
104,2015-06-29,10
105,2015-06-29,13
106,2015-06-29,11
107,2015-06-29,10
108,2015-06-29,12
109,2015-06-29,23
110,2015-06-29,9
111,2015-06-29,13
112,2015-06-29,12
113,2015-06-29,6
114,2015-06-29,9
115,2015-06-29,11
120,2015-06-29,9
121,2015-06-29,4
122,2015-06-29,7
123,2015-06-29,5
1,2015-06-30,10
5,2015-06-30,7
6,2015-06-30,5
7,2015-06-30,4
9,2015-06-30,3
10,2015-06-30,14
13,2015-06-30,11
14,2015-06-30,14
17,2015-06-30,16
18,2015-06-30,11
19,2015-06-30,9
20,2015-06-30,6
22,2015-06-30,2
23,2015-06-30,6
24,2015-06-30,6
25,2015-06-30,4
26,2015-06-30,0
28,2015-06-30,1
30,2015-06-30,2
32,2015-06-30,5
33,2015-06-30,4
34,2015-06-30,6
40,2015-06-30,7
41,2015-06-30,5
42,2015-06-30,2
43,2015-06-30,6
44,2015-06-30,6
45,2015-06-30,5
46,2015-06-30,2
47,2015-06-30,6
48,2015-06-30,6
49,2015-06-30,10
50,2015-06-30,5
52,2015-06-30,6
60,2015-06-30,6
61,2015-06-30,3
62,2015-06-30,8
63,2015-06-30,4
66,2015-06-30,6
67,2015-06-30,7
68,2015-06-30,5
69,2015-06-30,2
70,2015-06-30,10
71,2015-06-30,5
72,2015-06-30,13
73,2015-06-30,5
75,2015-06-30,12
76,2015-06-30,3
77,2015-06-30,4
78,2015-06-30,7
79,2015-06-30,4
81,2015-06-30,3
83,2015-06-30,5
84,2015-06-30,11
88,2015-06-30,6
90,2015-06-30,14
94,2015-06-30,11
100,2015-06-30,2
101,2015-06-30,4
102,2015-06-30,8
103,2015-06-30,8
104,2015-06-30,13
105,2015-06-30,12
106,2015-06-30,8
107,2015-06-30,5
108,2015-06-30,12
109,2015-06-30,14
110,2015-06-30,8
111,2015-06-30,10
112,2015-06-30,6
113,2015-06-30,7
114,2015-06-30,14
115,2015-06-30,6
120,2015-06-30,7
121,2015-06-30,2
122,2015-06-30,10
123,2015-06-30,3
1,2015-07-01,13
5,2015-07-01,8
6,2015-07-01,6
7,2015-07-01,5
9,2015-07-01,9
10,2015-07-01,12
13,2015-07-01,15
14,2015-07-01,17
17,2015-07-01,9
18,2015-07-01,12
19,2015-07-01,18
20,2015-07-01,3
22,2015-07-01,4
23,2015-07-01,7
24,2015-07-01,4
25,2015-07-01,5
26,2015-07-01,4
28,2015-07-01,4
30,2015-07-01,5
32,2015-07-01,3
33,2015-07-01,7
34,2015-07-01,4
40,2015-07-01,6
41,2015-07-01,4
42,2015-07-01,3
43,2015-07-01,10
44,2015-07-01,4
45,2015-07-01,7
46,2015-07-01,6
47,2015-07-01,5
48,2015-07-01,0
49,2015-07-01,9
50,2015-07-01,4
52,2015-07-01,8
60,2015-07-01,4
61,2015-07-01,11
62,2015-07-01,6
63,2015-07-01,6
66,2015-07-01,10
67,2015-07-01,9
68,2015-07-01,10
69,2015-07-01,5
70,2015-07-01,11
71,2015-07-01,7
72,2015-07-01,13
73,2015-07-01,5
75,2015-07-01,18
76,2015-07-01,3
77,2015-07-01,5
78,2015-07-01,1
79,2015-07-01,7
81,2015-07-01,2
83,2015-07-01,6
84,2015-07-01,9
88,2015-07-01,2
90,2015-07-01,8
94,2015-07-01,9
100,2015-07-01,1
101,2015-07-01,2
102,2015-07-01,8
103,2015-07-01,10
104,2015-07-01,15
105,2015-07-01,23
106,2015-07-01,9
107,2015-07-01,11
108,2015-07-01,10
109,2015-07-01,21
110,2015-07-01,14
111,2015-07-01,7
112,2015-07-01,8
113,2015-07-01,8
114,2015-07-01,11
115,2015-07-01,11
120,2015-07-01,6
121,2015-07-01,0
122,2015-07-01,13
123,2015-07-01,2
1,2015-07-02,9
5,2015-07-02,3
6,2015-07-02,1
7,2015-07-02,4
9,2015-07-02,6
10,2015-07-02,12
13,2015-07-02,9
14,2015-07-02,13
17,2015-07-02,11
18,2015-07-02,12
19,2015-07-02,16
20,2015-07-02,5
22,2015-07-02,0
23,2015-07-02,6
24,2015-07-02,1
25,2015-07-02,7
26,2015-07-02,1
28,2015-07-02,1
30,2015-07-02,3
32,2015-07-02,2
33,2015-07-02,1
34,2015-07-02,5
40,2015-07-02,5
41,2015-07-02,3
42,2015-07-02,3
43,2015-07-02,3
44,2015-07-02,2
45,2015-07-02,1
46,2015-07-02,4
47,2015-07-02,7
48,2015-07-02,7
49,2015-07-02,1
50,2015-07-02,6
52,2015-07-02,10
60,2015-07-02,5
61,2015-07-02,9
62,2015-07-02,5
63,2015-07-02,4
66,2015-07-02,5
67,2015-07-02,4
68,2015-07-02,4
69,2015-07-02,6
70,2015-07-02,6
71,2015-07-02,6
72,2015-07-02,9
73,2015-07-02,7
75,2015-07-02,16
76,2015-07-02,1
77,2015-07-02,2
78,2015-07-02,8
79,2015-07-02,5
81,2015-07-02,4
83,2015-07-02,6
84,2015-07-02,4
88,2015-07-02,4
90,2015-07-02,8
94,2015-07-02,6
100,2015-07-02,3
101,2015-07-02,2
102,2015-07-02,7
103,2015-07-02,8
104,2015-07-02,8
105,2015-07-02,21
106,2015-07-02,9
107,2015-07-02,11
108,2015-07-02,16
109,2015-07-02,15
110,2015-07-02,4
111,2015-07-02,8
112,2015-07-02,12
113,2015-07-02,10
114,2015-07-02,13
115,2015-07-02,4
120,2015-07-02,6
121,2015-07-02,3
122,2015-07-02,9
123,2015-07-02,6
1,2015-07-03,4
5,2015-07-03,7
6,2015-07-03,3
7,2015-07-03,2
9,2015-07-03,3
10,2015-07-03,8
13,2015-07-03,4
14,2015-07-03,4
17,2015-07-03,6
18,2015-07-03,6
19,2015-07-03,8
20,2015-07-03,3
22,2015-07-03,2
23,2015-07-03,6
24,2015-07-03,2
25,2015-07-03,1
26,2015-07-03,3
28,2015-07-03,0
30,2015-07-03,2
32,2015-07-03,2
33,2015-07-03,5
34,2015-07-03,6
40,2015-07-03,4
41,2015-07-03,5
42,2015-07-03,4
43,2015-07-03,7
44,2015-07-03,9
45,2015-07-03,6
46,2015-07-03,4
47,2015-07-03,7
48,2015-07-03,7
49,2015-07-03,9
50,2015-07-03,2
52,2015-07-03,7
60,2015-07-03,6
61,2015-07-03,11
62,2015-07-03,6
63,2015-07-03,10
66,2015-07-03,6
67,2015-07-03,9
68,2015-07-03,11
69,2015-07-03,7
70,2015-07-03,11
71,2015-07-03,4
72,2015-07-03,2
73,2015-07-03,6
75,2015-07-03,16
76,2015-07-03,1
77,2015-07-03,3
78,2015-07-03,3
79,2015-07-03,7
81,2015-07-03,4
83,2015-07-03,4
84,2015-07-03,11
88,2015-07-03,2
90,2015-07-03,3
94,2015-07-03,7
100,2015-07-03,2
101,2015-07-03,2
102,2015-07-03,7
103,2015-07-03,6
104,2015-07-03,7
105,2015-07-03,11
106,2015-07-03,9
107,2015-07-03,11
108,2015-07-03,7
109,2015-07-03,15
110,2015-07-03,9
111,2015-07-03,8
112,2015-07-03,5
113,2015-07-03,8
114,2015-07-03,7
115,2015-07-03,11
120,2015-07-03,11
121,2015-07-03,3
122,2015-07-03,6
123,2015-07-03,3
1,2015-07-04,1
5,2015-07-04,7
6,2015-07-04,4
7,2015-07-04,2
9,2015-07-04,2
10,2015-07-04,5
13,2015-07-04,9
14,2015-07-04,4
17,2015-07-04,9
18,2015-07-04,2
19,2015-07-04,5
20,2015-07-04,1
22,2015-07-04,1
23,2015-07-04,3
24,2015-07-04,2
25,2015-07-04,8
26,2015-07-04,2
28,2015-07-04,5
30,2015-07-04,2
32,2015-07-04,3
33,2015-07-04,5
34,2015-07-04,4
40,2015-07-04,3
41,2015-07-04,0
42,2015-07-04,5
43,2015-07-04,7
44,2015-07-04,4
45,2015-07-04,3
46,2015-07-04,0
47,2015-07-04,6
48,2015-07-04,5
49,2015-07-04,3
50,2015-07-04,1
52,2015-07-04,3
60,2015-07-04,10
61,2015-07-04,7
62,2015-07-04,4
63,2015-07-04,4
66,2015-07-04,5
67,2015-07-04,10
68,2015-07-04,6
69,2015-07-04,3
70,2015-07-04,2
71,2015-07-04,4
72,2015-07-04,4
73,2015-07-04,9
75,2015-07-04,13
76,2015-07-04,1
77,2015-07-04,3
78,2015-07-04,1
79,2015-07-04,3
81,2015-07-04,2
83,2015-07-04,4
84,2015-07-04,4
88,2015-07-04,0
90,2015-07-04,2
94,2015-07-04,4
100,2015-07-04,0
101,2015-07-04,2
102,2015-07-04,3
103,2015-07-04,6
104,2015-07-04,3
105,2015-07-04,11
106,2015-07-04,9
107,2015-07-04,3
108,2015-07-04,5
109,2015-07-04,7
110,2015-07-04,5
111,2015-07-04,4
112,2015-07-04,3
113,2015-07-04,7
114,2015-07-04,13
115,2015-07-04,10
120,2015-07-04,4
121,2015-07-04,0
122,2015-07-04,4
123,2015-07-04,4
1,2015-07-05,4
5,2015-07-05,6
6,2015-07-05,2
7,2015-07-05,4
9,2015-07-05,2
10,2015-07-05,1
13,2015-07-05,4
14,2015-07-05,5
17,2015-07-05,3
18,2015-07-05,7
19,2015-07-05,4
20,2015-07-05,3
22,2015-07-05,0
23,2015-07-05,4
24,2015-07-05,1
25,2015-07-05,3
26,2015-07-05,0
28,2015-07-05,2
30,2015-07-05,0
32,2015-07-05,2
33,2015-07-05,1
34,2015-07-05,2
40,2015-07-05,8
41,2015-07-05,5
42,2015-07-05,0
43,2015-07-05,4
44,2015-07-05,1
45,2015-07-05,2
46,2015-07-05,3
47,2015-07-05,15
48,2015-07-05,6
49,2015-07-05,4
50,2015-07-05,4
52,2015-07-05,8
60,2015-07-05,7
61,2015-07-05,9
62,2015-07-05,10
63,2015-07-05,2
66,2015-07-05,3
67,2015-07-05,4
68,2015-07-05,5
69,2015-07-05,2
70,2015-07-05,6
71,2015-07-05,3
72,2015-07-05,5
73,2015-07-05,9
75,2015-07-05,14
76,2015-07-05,6
77,2015-07-05,7
78,2015-07-05,3
79,2015-07-05,4
81,2015-07-05,2
83,2015-07-05,3
84,2015-07-05,9
88,2015-07-05,0
90,2015-07-05,5
94,2015-07-05,3
100,2015-07-05,4
101,2015-07-05,3
102,2015-07-05,10
103,2015-07-05,10
104,2015-07-05,7
105,2015-07-05,14
106,2015-07-05,9
107,2015-07-05,3
108,2015-07-05,8
109,2015-07-05,13
110,2015-07-05,4
111,2015-07-05,4
112,2015-07-05,3
113,2015-07-05,16
114,2015-07-05,9
115,2015-07-05,7
120,2015-07-05,8
121,2015-07-05,8
122,2015-07-05,4
123,2015-07-05,2
1,2015-07-06,9
5,2015-07-06,3
6,2015-07-06,1
7,2015-07-06,2
9,2015-07-06,3
10,2015-07-06,4
13,2015-07-06,6
14,2015-07-06,10
17,2015-07-06,8
18,2015-07-06,12
19,2015-07-06,17
20,2015-07-06,5
22,2015-07-06,1
23,2015-07-06,3
24,2015-07-06,1
25,2015-07-06,3
26,2015-07-06,2
28,2015-07-06,2
30,2015-07-06,4
32,2015-07-06,7
33,2015-07-06,4
34,2015-07-06,6
40,2015-07-06,1
41,2015-07-06,3
42,2015-07-06,5
43,2015-07-06,7
44,2015-07-06,4
45,2015-07-06,7
46,2015-07-06,2
47,2015-07-06,11
48,2015-07-06,6
49,2015-07-06,8
50,2015-07-06,4
52,2015-07-06,7
60,2015-07-06,8
61,2015-07-06,11
62,2015-07-06,6
63,2015-07-06,5
66,2015-07-06,3
67,2015-07-06,10
68,2015-07-06,8
69,2015-07-06,9
70,2015-07-06,6
71,2015-07-06,3
72,2015-07-06,9
73,2015-07-06,10
75,2015-07-06,17
76,2015-07-06,2
77,2015-07-06,6
78,2015-07-06,9
79,2015-07-06,5
81,2015-07-06,4
83,2015-07-06,8
84,2015-07-06,6
88,2015-07-06,2
90,2015-07-06,5
94,2015-07-06,4
100,2015-07-06,1
101,2015-07-06,1
102,2015-07-06,15
103,2015-07-06,11
104,2015-07-06,11
105,2015-07-06,20
106,2015-07-06,6
107,2015-07-06,9
108,2015-07-06,13
109,2015-07-06,15
110,2015-07-06,4
111,2015-07-06,5
112,2015-07-06,11
113,2015-07-06,10
114,2015-07-06,10
115,2015-07-06,7
120,2015-07-06,4
121,2015-07-06,4
122,2015-07-06,5
123,2015-07-06,2
1,2015-07-07,7
5,2015-07-07,9
6,2015-07-07,4
7,2015-07-07,6
9,2015-07-07,8
10,2015-07-07,12
13,2015-07-07,10
14,2015-07-07,13
17,2015-07-07,13
18,2015-07-07,10
19,2015-07-07,20
20,2015-07-07,5
22,2015-07-07,3
23,2015-07-07,4
24,2015-07-07,2
25,2015-07-07,5
26,2015-07-07,3
28,2015-07-07,3
30,2015-07-07,4
32,2015-07-07,3
33,2015-07-07,11
34,2015-07-07,9
40,2015-07-07,3
41,2015-07-07,3
42,2015-07-07,6
43,2015-07-07,6
44,2015-07-07,6
45,2015-07-07,5
46,2015-07-07,5
47,2015-07-07,11
48,2015-07-07,4
49,2015-07-07,5
50,2015-07-07,4
52,2015-07-07,14
60,2015-07-07,13
61,2015-07-07,5
62,2015-07-07,6
63,2015-07-07,5
66,2015-07-07,6
67,2015-07-07,9
68,2015-07-07,10
69,2015-07-07,1
70,2015-07-07,11
71,2015-07-07,5
72,2015-07-07,11
73,2015-07-07,2
75,2015-07-07,10
76,2015-07-07,2
77,2015-07-07,8
78,2015-07-07,3
79,2015-07-07,5
81,2015-07-07,4
83,2015-07-07,9
84,2015-07-07,9
88,2015-07-07,5
90,2015-07-07,11
94,2015-07-07,6
100,2015-07-07,3
101,2015-07-07,1
102,2015-07-07,12
103,2015-07-07,6
104,2015-07-07,7
105,2015-07-07,9
106,2015-07-07,10
107,2015-07-07,10
108,2015-07-07,11
109,2015-07-07,20
110,2015-07-07,12
111,2015-07-07,6
112,2015-07-07,5
113,2015-07-07,9
114,2015-07-07,10
115,2015-07-07,3
120,2015-07-07,9
121,2015-07-07,1
122,2015-07-07,5
123,2015-07-07,5
1,2015-07-08,3
5,2015-07-08,7
6,2015-07-08,1
7,2015-07-08,4
9,2015-07-08,2
10,2015-07-08,9
13,2015-07-08,8
14,2015-07-08,19
17,2015-07-08,12
18,2015-07-08,12
19,2015-07-08,18
20,2015-07-08,3
22,2015-07-08,1
23,2015-07-08,6
24,2015-07-08,3
25,2015-07-08,5
26,2015-07-08,2
28,2015-07-08,3
30,2015-07-08,1
32,2015-07-08,1
33,2015-07-08,0
34,2015-07-08,8
40,2015-07-08,4
41,2015-07-08,5
42,2015-07-08,3
43,2015-07-08,2
44,2015-07-08,4
45,2015-07-08,6
46,2015-07-08,4
47,2015-07-08,7
48,2015-07-08,6
49,2015-07-08,5
50,2015-07-08,6
52,2015-07-08,3
60,2015-07-08,5
61,2015-07-08,11
62,2015-07-08,13
63,2015-07-08,9
66,2015-07-08,9
67,2015-07-08,7
68,2015-07-08,6
69,2015-07-08,5
70,2015-07-08,14
71,2015-07-08,11
72,2015-07-08,10
73,2015-07-08,7
75,2015-07-08,10
76,2015-07-08,7
77,2015-07-08,7
78,2015-07-08,5
79,2015-07-08,4
81,2015-07-08,2
83,2015-07-08,9
84,2015-07-08,3
88,2015-07-08,9
90,2015-07-08,7
94,2015-07-08,4
100,2015-07-08,2
101,2015-07-08,1
102,2015-07-08,8
103,2015-07-08,10
104,2015-07-08,10
105,2015-07-08,10
106,2015-07-08,9
107,2015-07-08,8
108,2015-07-08,12
109,2015-07-08,16
110,2015-07-08,8
111,2015-07-08,14
112,2015-07-08,12
113,2015-07-08,5
114,2015-07-08,14
115,2015-07-08,7
120,2015-07-08,8
121,2015-07-08,1
122,2015-07-08,11
123,2015-07-08,9
1,2015-07-09,12
5,2015-07-09,6
6,2015-07-09,3
7,2015-07-09,1
9,2015-07-09,2
10,2015-07-09,4
13,2015-07-09,7
14,2015-07-09,14
17,2015-07-09,13
18,2015-07-09,8
19,2015-07-09,8
20,2015-07-09,3
22,2015-07-09,1
23,2015-07-09,7
24,2015-07-09,3
25,2015-07-09,6
26,2015-07-09,3
28,2015-07-09,0
30,2015-07-09,1
32,2015-07-09,3
33,2015-07-09,2
34,2015-07-09,0
40,2015-07-09,5
41,2015-07-09,6
42,2015-07-09,2
43,2015-07-09,6
44,2015-07-09,7
45,2015-07-09,1
46,2015-07-09,7
47,2015-07-09,6
48,2015-07-09,6
49,2015-07-09,0
50,2015-07-09,8
52,2015-07-09,10
60,2015-07-09,5
61,2015-07-09,12
62,2015-07-09,6
63,2015-07-09,0
66,2015-07-09,12
67,2015-07-09,9
68,2015-07-09,6
69,2015-07-09,2
70,2015-07-09,6
71,2015-07-09,5
72,2015-07-09,10
73,2015-07-09,6
75,2015-07-09,12
76,2015-07-09,6
77,2015-07-09,5
78,2015-07-09,11
79,2015-07-09,10
81,2015-07-09,8
83,2015-07-09,4
84,2015-07-09,7
88,2015-07-09,5
90,2015-07-09,11
94,2015-07-09,9
100,2015-07-09,0
101,2015-07-09,1
102,2015-07-09,10
103,2015-07-09,8
104,2015-07-09,9
105,2015-07-09,17
106,2015-07-09,8
107,2015-07-09,8
108,2015-07-09,13
109,2015-07-09,7
110,2015-07-09,5
111,2015-07-09,12
112,2015-07-09,6
113,2015-07-09,3
114,2015-07-09,8
115,2015-07-09,9
120,2015-07-09,3
121,2015-07-09,1
122,2015-07-09,3
123,2015-07-09,5
1,2015-07-10,14
5,2015-07-10,6
6,2015-07-10,8
7,2015-07-10,7
9,2015-07-10,7
10,2015-07-10,9
13,2015-07-10,11
