"Precinct","DATE","n"
41,2014-08-20,1
42,2014-08-20,5
43,2014-08-20,2
44,2014-08-20,1
45,2014-08-20,11
46,2014-08-20,2
47,2014-08-20,8
48,2014-08-20,10
49,2014-08-20,4
50,2014-08-20,5
52,2014-08-20,5
60,2014-08-20,6
61,2014-08-20,5
62,2014-08-20,6
63,2014-08-20,2
66,2014-08-20,8
67,2014-08-20,11
68,2014-08-20,4
69,2014-08-20,2
70,2014-08-20,8
71,2014-08-20,10
72,2014-08-20,4
73,2014-08-20,4
75,2014-08-20,5
76,2014-08-20,2
77,2014-08-20,8
78,2014-08-20,6
79,2014-08-20,3
81,2014-08-20,4
83,2014-08-20,3
84,2014-08-20,3
88,2014-08-20,4
90,2014-08-20,8
94,2014-08-20,5
100,2014-08-20,0
101,2014-08-20,2
102,2014-08-20,13
103,2014-08-20,8
104,2014-08-20,10
105,2014-08-20,15
106,2014-08-20,4
107,2014-08-20,11
108,2014-08-20,14
109,2014-08-20,19
110,2014-08-20,8
111,2014-08-20,8
112,2014-08-20,8
113,2014-08-20,6
114,2014-08-20,15
115,2014-08-20,7
120,2014-08-20,8
121,2014-08-20,1
122,2014-08-20,10
123,2014-08-20,2
1,2014-08-21,8
5,2014-08-21,5
6,2014-08-21,3
7,2014-08-21,7
9,2014-08-21,2
10,2014-08-21,14
13,2014-08-21,7
14,2014-08-21,12
17,2014-08-21,15
18,2014-08-21,16
19,2014-08-21,10
20,2014-08-21,6
22,2014-08-21,1
23,2014-08-21,5
24,2014-08-21,4
25,2014-08-21,5
26,2014-08-21,5
28,2014-08-21,3
30,2014-08-21,1
32,2014-08-21,3
33,2014-08-21,3
34,2014-08-21,3
40,2014-08-21,5
41,2014-08-21,6
42,2014-08-21,1
43,2014-08-21,4
44,2014-08-21,4
45,2014-08-21,5
46,2014-08-21,1
47,2014-08-21,8
48,2014-08-21,3
49,2014-08-21,3
50,2014-08-21,2
52,2014-08-21,9
60,2014-08-21,6
61,2014-08-21,3
62,2014-08-21,5
63,2014-08-21,3
66,2014-08-21,8
67,2014-08-21,7
68,2014-08-21,7
69,2014-08-21,3
70,2014-08-21,9
71,2014-08-21,3
72,2014-08-21,8
73,2014-08-21,2
75,2014-08-21,8
76,2014-08-21,2
77,2014-08-21,5
78,2014-08-21,7
79,2014-08-21,10
81,2014-08-21,6
83,2014-08-21,9
84,2014-08-21,5
88,2014-08-21,3
90,2014-08-21,8
94,2014-08-21,2
100,2014-08-21,0
101,2014-08-21,4
102,2014-08-21,8
103,2014-08-21,6
104,2014-08-21,11
105,2014-08-21,10
106,2014-08-21,4
107,2014-08-21,4
108,2014-08-21,7
109,2014-08-21,19
110,2014-08-21,9
111,2014-08-21,10
112,2014-08-21,9
113,2014-08-21,3
114,2014-08-21,10
115,2014-08-21,8
120,2014-08-21,4
121,2014-08-21,1
122,2014-08-21,7
123,2014-08-21,9
1,2014-08-22,9
5,2014-08-22,10
6,2014-08-22,7
7,2014-08-22,7
9,2014-08-22,3
10,2014-08-22,12
13,2014-08-22,8
14,2014-08-22,15
17,2014-08-22,9
18,2014-08-22,22
19,2014-08-22,12
20,2014-08-22,5
22,2014-08-22,0
23,2014-08-22,5
24,2014-08-22,1
25,2014-08-22,3
26,2014-08-22,4
28,2014-08-22,1
30,2014-08-22,2
32,2014-08-22,4
33,2014-08-22,5
34,2014-08-22,3
40,2014-08-22,8
41,2014-08-22,2
42,2014-08-22,0
43,2014-08-22,9
44,2014-08-22,6
45,2014-08-22,4
46,2014-08-22,9
47,2014-08-22,9
48,2014-08-22,7
49,2014-08-22,3
50,2014-08-22,2
52,2014-08-22,4
60,2014-08-22,6
61,2014-08-22,7
62,2014-08-22,6
63,2014-08-22,10
66,2014-08-22,11
67,2014-08-22,7
68,2014-08-22,4
69,2014-08-22,5
70,2014-08-22,8
71,2014-08-22,4
72,2014-08-22,4
73,2014-08-22,3
75,2014-08-22,12
76,2014-08-22,3
77,2014-08-22,8
78,2014-08-22,4
79,2014-08-22,7
81,2014-08-22,2
83,2014-08-22,4
84,2014-08-22,6
88,2014-08-22,3
90,2014-08-22,3
94,2014-08-22,5
100,2014-08-22,1
101,2014-08-22,2
102,2014-08-22,8
103,2014-08-22,8
104,2014-08-22,5
105,2014-08-22,13
106,2014-08-22,4
107,2014-08-22,6
108,2014-08-22,13
109,2014-08-22,12
110,2014-08-22,7
111,2014-08-22,11
112,2014-08-22,4
113,2014-08-22,4
114,2014-08-22,12
115,2014-08-22,6
120,2014-08-22,4
121,2014-08-22,2
122,2014-08-22,5
123,2014-08-22,2
1,2014-08-23,8
5,2014-08-23,12
6,2014-08-23,7
7,2014-08-23,5
9,2014-08-23,7
10,2014-08-23,4
13,2014-08-23,10
14,2014-08-23,10
17,2014-08-23,5
18,2014-08-23,9
19,2014-08-23,7
20,2014-08-23,3
22,2014-08-23,2
23,2014-08-23,2
24,2014-08-23,1
25,2014-08-23,2
26,2014-08-23,3
28,2014-08-23,1
30,2014-08-23,3
32,2014-08-23,3
33,2014-08-23,1
34,2014-08-23,5
40,2014-08-23,2
41,2014-08-23,4
42,2014-08-23,6
43,2014-08-23,5
44,2014-08-23,3
45,2014-08-23,8
46,2014-08-23,6
47,2014-08-23,8
48,2014-08-23,2
49,2014-08-23,4
50,2014-08-23,3
52,2014-08-23,3
60,2014-08-23,0
61,2014-08-23,5
62,2014-08-23,2
63,2014-08-23,6
66,2014-08-23,1
67,2014-08-23,6
68,2014-08-23,3
69,2014-08-23,5
70,2014-08-23,1
71,2014-08-23,2
72,2014-08-23,4
73,2014-08-23,4
75,2014-08-23,15
76,2014-08-23,3
77,2014-08-23,4
78,2014-08-23,4
79,2014-08-23,8
81,2014-08-23,3
83,2014-08-23,3
84,2014-08-23,3
88,2014-08-23,3
90,2014-08-23,3
94,2014-08-23,9
100,2014-08-23,2
101,2014-08-23,1
102,2014-08-23,6
103,2014-08-23,8
104,2014-08-23,2
105,2014-08-23,15
106,2014-08-23,4
107,2014-08-23,4
108,2014-08-23,5
109,2014-08-23,16
110,2014-08-23,5
111,2014-08-23,12
112,2014-08-23,5
113,2014-08-23,5
114,2014-08-23,8
115,2014-08-23,8
120,2014-08-23,3
121,2014-08-23,0
122,2014-08-23,5
123,2014-08-23,2
1,2014-08-24,5
5,2014-08-24,4
6,2014-08-24,1
7,2014-08-24,5
9,2014-08-24,6
10,2014-08-24,4
13,2014-08-24,6
14,2014-08-24,6
17,2014-08-24,7
18,2014-08-24,3
19,2014-08-24,9
20,2014-08-24,2
22,2014-08-24,1
23,2014-08-24,3
24,2014-08-24,3
25,2014-08-24,2
26,2014-08-24,1
28,2014-08-24,0
30,2014-08-24,2
32,2014-08-24,3
33,2014-08-24,5
34,2014-08-24,5
40,2014-08-24,2
41,2014-08-24,5
42,2014-08-24,1
43,2014-08-24,6
44,2014-08-24,4
45,2014-08-24,9
46,2014-08-24,4
47,2014-08-24,3
48,2014-08-24,3
49,2014-08-24,4
50,2014-08-24,1
52,2014-08-24,3
60,2014-08-24,4
61,2014-08-24,8
62,2014-08-24,5
63,2014-08-24,9
66,2014-08-24,6
67,2014-08-24,7
68,2014-08-24,4
69,2014-08-24,2
70,2014-08-24,5
71,2014-08-24,3
72,2014-08-24,5
73,2014-08-24,2
75,2014-08-24,9
76,2014-08-24,1
77,2014-08-24,4
78,2014-08-24,3
79,2014-08-24,1
81,2014-08-24,3
83,2014-08-24,11
84,2014-08-24,3
88,2014-08-24,1
90,2014-08-24,1
94,2014-08-24,3
100,2014-08-24,1
101,2014-08-24,1
102,2014-08-24,6
103,2014-08-24,6
104,2014-08-24,9
105,2014-08-24,14
106,2014-08-24,9
107,2014-08-24,8
108,2014-08-24,6
109,2014-08-24,13
110,2014-08-24,7
111,2014-08-24,8
112,2014-08-24,5
113,2014-08-24,7
114,2014-08-24,6
115,2014-08-24,6
120,2014-08-24,8
121,2014-08-24,4
122,2014-08-24,4
123,2014-08-24,0
1,2014-08-25,11
5,2014-08-25,6
6,2014-08-25,1
7,2014-08-25,0
9,2014-08-25,7
10,2014-08-25,4
13,2014-08-25,5
14,2014-08-25,12
17,2014-08-25,8
18,2014-08-25,5
19,2014-08-25,16
20,2014-08-25,3
22,2014-08-25,1
23,2014-08-25,4
24,2014-08-25,2
25,2014-08-25,5
26,2014-08-25,4
28,2014-08-25,2
30,2014-08-25,2
32,2014-08-25,3
33,2014-08-25,6
34,2014-08-25,6
40,2014-08-25,9
41,2014-08-25,2
42,2014-08-25,1
43,2014-08-25,2
44,2014-08-25,2
45,2014-08-25,5
46,2014-08-25,2
47,2014-08-25,8
48,2014-08-25,2
49,2014-08-25,2
50,2014-08-25,4
52,2014-08-25,9
60,2014-08-25,5
61,2014-08-25,4
62,2014-08-25,5
63,2014-08-25,8
66,2014-08-25,8
67,2014-08-25,4
68,2014-08-25,2
69,2014-08-25,2
70,2014-08-25,10
71,2014-08-25,5
72,2014-08-25,8
73,2014-08-25,8
75,2014-08-25,17
76,2014-08-25,5
77,2014-08-25,3
78,2014-08-25,1
79,2014-08-25,3
81,2014-08-25,5
83,2014-08-25,2
84,2014-08-25,4
88,2014-08-25,2
90,2014-08-25,6
94,2014-08-25,10
100,2014-08-25,4
101,2014-08-25,6
102,2014-08-25,9
103,2014-08-25,4
104,2014-08-25,12
105,2014-08-25,16
106,2014-08-25,12
107,2014-08-25,11
108,2014-08-25,24
109,2014-08-25,14
110,2014-08-25,3
111,2014-08-25,9
112,2014-08-25,9
113,2014-08-25,7
114,2014-08-25,7
115,2014-08-25,5
120,2014-08-25,9
121,2014-08-25,3
122,2014-08-25,6
123,2014-08-25,2
1,2014-08-26,6
5,2014-08-26,8
6,2014-08-26,7
7,2014-08-26,6
9,2014-08-26,6
10,2014-08-26,5
13,2014-08-26,5
14,2014-08-26,11
17,2014-08-26,6
18,2014-08-26,13
19,2014-08-26,15
20,2014-08-26,8
22,2014-08-26,0
23,2014-08-26,2
24,2014-08-26,6
25,2014-08-26,3
26,2014-08-26,3
28,2014-08-26,2
30,2014-08-26,2
32,2014-08-26,6
33,2014-08-26,1
34,2014-08-26,7
40,2014-08-26,5
41,2014-08-26,9
42,2014-08-26,5
43,2014-08-26,4
44,2014-08-26,4
45,2014-08-26,6
46,2014-08-26,9
47,2014-08-26,4
48,2014-08-26,6
49,2014-08-26,4
50,2014-08-26,5
52,2014-08-26,9
60,2014-08-26,3
61,2014-08-26,6
62,2014-08-26,5
63,2014-08-26,9
66,2014-08-26,12
67,2014-08-26,3
68,2014-08-26,7
69,2014-08-26,2
70,2014-08-26,2
71,2014-08-26,5
72,2014-08-26,8
73,2014-08-26,10
75,2014-08-26,15
76,2014-08-26,1
77,2014-08-26,6
78,2014-08-26,9
79,2014-08-26,4
81,2014-08-26,2
83,2014-08-26,4
84,2014-08-26,14
88,2014-08-26,2
90,2014-08-26,5
94,2014-08-26,6
100,2014-08-26,4
101,2014-08-26,2
102,2014-08-26,4
103,2014-08-26,11
104,2014-08-26,11
105,2014-08-26,15
106,2014-08-26,9
107,2014-08-26,10
108,2014-08-26,14
109,2014-08-26,20
110,2014-08-26,10
111,2014-08-26,13
112,2014-08-26,5
113,2014-08-26,12
114,2014-08-26,12
115,2014-08-26,9
120,2014-08-26,12
121,2014-08-26,2
122,2014-08-26,6
123,2014-08-26,6
1,2014-08-27,8
5,2014-08-27,10
6,2014-08-27,0
7,2014-08-27,3
9,2014-08-27,5
10,2014-08-27,9
13,2014-08-27,6
14,2014-08-27,7
17,2014-08-27,8
18,2014-08-27,8
19,2014-08-27,11
20,2014-08-27,5
22,2014-08-27,0
23,2014-08-27,3
24,2014-08-27,1
25,2014-08-27,4
26,2014-08-27,2
28,2014-08-27,4
30,2014-08-27,0
32,2014-08-27,1
33,2014-08-27,4
34,2014-08-27,5
40,2014-08-27,5
41,2014-08-27,4
42,2014-08-27,9
43,2014-08-27,1
44,2014-08-27,1
45,2014-08-27,6
46,2014-08-27,5
47,2014-08-27,3
48,2014-08-27,6
49,2014-08-27,2
50,2014-08-27,6
52,2014-08-27,10
60,2014-08-27,5
61,2014-08-27,7
62,2014-08-27,15
63,2014-08-27,7
66,2014-08-27,6
67,2014-08-27,8
68,2014-08-27,7
69,2014-08-27,3
70,2014-08-27,9
71,2014-08-27,1
72,2014-08-27,5
73,2014-08-27,2
75,2014-08-27,12
76,2014-08-27,3
77,2014-08-27,7
78,2014-08-27,6
79,2014-08-27,3
81,2014-08-27,2
83,2014-08-27,5
84,2014-08-27,5
88,2014-08-27,5
90,2014-08-27,10
94,2014-08-27,4
100,2014-08-27,1
101,2014-08-27,2
102,2014-08-27,9
103,2014-08-27,2
104,2014-08-27,9
105,2014-08-27,15
106,2014-08-27,6
107,2014-08-27,4
108,2014-08-27,8
109,2014-08-27,10
110,2014-08-27,6
111,2014-08-27,8
112,2014-08-27,5
113,2014-08-27,8
114,2014-08-27,15
115,2014-08-27,13
120,2014-08-27,4
121,2014-08-27,2
122,2014-08-27,6
123,2014-08-27,7
1,2014-08-28,7
5,2014-08-28,6
6,2014-08-28,6
7,2014-08-28,6
9,2014-08-28,4
10,2014-08-28,6
13,2014-08-28,12
14,2014-08-28,21
17,2014-08-28,15
18,2014-08-28,16
19,2014-08-28,10
20,2014-08-28,11
22,2014-08-28,1
23,2014-08-28,1
24,2014-08-28,2
25,2014-08-28,4
26,2014-08-28,5
28,2014-08-28,8
30,2014-08-28,3
32,2014-08-28,3
33,2014-08-28,3
34,2014-08-28,3
40,2014-08-28,4
41,2014-08-28,2
42,2014-08-28,7
43,2014-08-28,3
44,2014-08-28,4
45,2014-08-28,2
46,2014-08-28,5
47,2014-08-28,5
48,2014-08-28,7
49,2014-08-28,4
50,2014-08-28,4
52,2014-08-28,14
60,2014-08-28,2
61,2014-08-28,7
62,2014-08-28,2
63,2014-08-28,8
66,2014-08-28,11
67,2014-08-28,12
68,2014-08-28,3
69,2014-08-28,3
70,2014-08-28,4
71,2014-08-28,9
72,2014-08-28,5
73,2014-08-28,2
75,2014-08-28,9
76,2014-08-28,3
77,2014-08-28,2
78,2014-08-28,7
79,2014-08-28,5
81,2014-08-28,6
83,2014-08-28,8
84,2014-08-28,5
88,2014-08-28,2
90,2014-08-28,11
94,2014-08-28,12
100,2014-08-28,1
101,2014-08-28,2
102,2014-08-28,11
103,2014-08-28,4
104,2014-08-28,13
105,2014-08-28,12
106,2014-08-28,3
107,2014-08-28,10
108,2014-08-28,6
109,2014-08-28,14
110,2014-08-28,9
111,2014-08-28,8
112,2014-08-28,12
113,2014-08-28,6
114,2014-08-28,9
115,2014-08-28,5
120,2014-08-28,7
121,2014-08-28,0
122,2014-08-28,6
123,2014-08-28,2
1,2014-08-29,12
5,2014-08-29,4
6,2014-08-29,5
7,2014-08-29,1
9,2014-08-29,4
10,2014-08-29,4
13,2014-08-29,3
14,2014-08-29,9
17,2014-08-29,4
18,2014-08-29,8
19,2014-08-29,13
20,2014-08-29,4
22,2014-08-29,1
23,2014-08-29,3
24,2014-08-29,6
25,2014-08-29,8
26,2014-08-29,1
28,2014-08-29,4
30,2014-08-29,1
32,2014-08-29,3
33,2014-08-29,2
34,2014-08-29,6
40,2014-08-29,3
41,2014-08-29,4
42,2014-08-29,5
43,2014-08-29,7
44,2014-08-29,4
45,2014-08-29,2
46,2014-08-29,3
47,2014-08-29,8
48,2014-08-29,7
49,2014-08-29,7
50,2014-08-29,2
52,2014-08-29,8
60,2014-08-29,4
61,2014-08-29,6
62,2014-08-29,7
63,2014-08-29,4
66,2014-08-29,6
67,2014-08-29,18
68,2014-08-29,8
69,2014-08-29,2
70,2014-08-29,6
71,2014-08-29,9
72,2014-08-29,5
73,2014-08-29,3
75,2014-08-29,24
76,2014-08-29,7
77,2014-08-29,5
78,2014-08-29,2
79,2014-08-29,5
81,2014-08-29,2
83,2014-08-29,2
84,2014-08-29,15
88,2014-08-29,2
90,2014-08-29,17
94,2014-08-29,7
100,2014-08-29,3
101,2014-08-29,5
102,2014-08-29,7
103,2014-08-29,10
104,2014-08-29,13
105,2014-08-29,14
106,2014-08-29,7
107,2014-08-29,8
108,2014-08-29,11
109,2014-08-29,19
110,2014-08-29,8
111,2014-08-29,6
112,2014-08-29,16
113,2014-08-29,10
114,2014-08-29,10
115,2014-08-29,13
120,2014-08-29,8
121,2014-08-29,2
122,2014-08-29,7
123,2014-08-29,8
1,2014-08-30,6
5,2014-08-30,3
6,2014-08-30,4
7,2014-08-30,2
9,2014-08-30,4
10,2014-08-30,7
13,2014-08-30,8
14,2014-08-30,11
17,2014-08-30,8
18,2014-08-30,8
19,2014-08-30,7
20,2014-08-30,3
22,2014-08-30,1
23,2014-08-30,2
24,2014-08-30,1
25,2014-08-30,7
26,2014-08-30,6
28,2014-08-30,1
30,2014-08-30,1
32,2014-08-30,3
33,2014-08-30,2
34,2014-08-30,1
40,2014-08-30,3
41,2014-08-30,5
42,2014-08-30,1
43,2014-08-30,4
44,2014-08-30,2
45,2014-08-30,7
46,2014-08-30,6
47,2014-08-30,12
48,2014-08-30,4
49,2014-08-30,4
50,2014-08-30,3
52,2014-08-30,8
60,2014-08-30,4
61,2014-08-30,11
62,2014-08-30,4
63,2014-08-30,9
66,2014-08-30,2
67,2014-08-30,13
68,2014-08-30,9
69,2014-08-30,7
70,2014-08-30,17
71,2014-08-30,7
72,2014-08-30,3
73,2014-08-30,5
75,2014-08-30,15
76,2014-08-30,6
77,2014-08-30,2
78,2014-08-30,5
79,2014-08-30,2
81,2014-08-30,3
83,2014-08-30,6
84,2014-08-30,4
88,2014-08-30,1
90,2014-08-30,3
94,2014-08-30,7
100,2014-08-30,1
101,2014-08-30,0
102,2014-08-30,5
103,2014-08-30,6
104,2014-08-30,8
105,2014-08-30,23
106,2014-08-30,7
107,2014-08-30,10
108,2014-08-30,8
109,2014-08-30,9
110,2014-08-30,6
111,2014-08-30,13
112,2014-08-30,9
113,2014-08-30,9
114,2014-08-30,5
115,2014-08-30,11
120,2014-08-30,3
121,2014-08-30,0
122,2014-08-30,7
123,2014-08-30,2
1,2014-08-31,5
5,2014-08-31,6
6,2014-08-31,3
7,2014-08-31,1
9,2014-08-31,3
10,2014-08-31,4
13,2014-08-31,3
14,2014-08-31,8
17,2014-08-31,1
18,2014-08-31,9
19,2014-08-31,13
20,2014-08-31,2
22,2014-08-31,1
23,2014-08-31,2
24,2014-08-31,2
25,2014-08-31,5
26,2014-08-31,1
28,2014-08-31,3
30,2014-08-31,4
32,2014-08-31,3
33,2014-08-31,4
34,2014-08-31,5
40,2014-08-31,4
41,2014-08-31,2
42,2014-08-31,2
43,2014-08-31,4
44,2014-08-31,7
45,2014-08-31,7
46,2014-08-31,5
47,2014-08-31,4
48,2014-08-31,6
49,2014-08-31,3
50,2014-08-31,8
52,2014-08-31,3
60,2014-08-31,4
61,2014-08-31,3
62,2014-08-31,0
63,2014-08-31,5
66,2014-08-31,14
67,2014-08-31,8
68,2014-08-31,5
69,2014-08-31,5
70,2014-08-31,10
71,2014-08-31,7
72,2014-08-31,6
73,2014-08-31,11
75,2014-08-31,17
76,2014-08-31,4
77,2014-08-31,6
78,2014-08-31,3
79,2014-08-31,7
81,2014-08-31,4
83,2014-08-31,5
84,2014-08-31,2
88,2014-08-31,3
90,2014-08-31,4
94,2014-08-31,3
100,2014-08-31,0
101,2014-08-31,1
102,2014-08-31,7
103,2014-08-31,4
104,2014-08-31,5
105,2014-08-31,14
106,2014-08-31,11
107,2014-08-31,12
108,2014-08-31,14
109,2014-08-31,17
110,2014-08-31,8
111,2014-08-31,7
112,2014-08-31,2
113,2014-08-31,5
114,2014-08-31,2
115,2014-08-31,7
120,2014-08-31,7
121,2014-08-31,1
122,2014-08-31,10
123,2014-08-31,3
1,2014-09-01,3
5,2014-09-01,1
6,2014-09-01,4
7,2014-09-01,1
9,2014-09-01,3
10,2014-09-01,5
13,2014-09-01,2
14,2014-09-01,6
17,2014-09-01,4
18,2014-09-01,9
19,2014-09-01,6
20,2014-09-01,1
22,2014-09-01,1
23,2014-09-01,2
24,2014-09-01,3
25,2014-09-01,4
26,2014-09-01,0
28,2014-09-01,1
30,2014-09-01,0
32,2014-09-01,2
33,2014-09-01,4
34,2014-09-01,5
40,2014-09-01,1
41,2014-09-01,3
42,2014-09-01,1
43,2014-09-01,5
44,2014-09-01,2
45,2014-09-01,3
46,2014-09-01,3
47,2014-09-01,7
48,2014-09-01,3
49,2014-09-01,1
50,2014-09-01,5
52,2014-09-01,1
60,2014-09-01,4
61,2014-09-01,10
62,2014-09-01,5
63,2014-09-01,3
66,2014-09-01,2
67,2014-09-01,18
68,2014-09-01,4
69,2014-09-01,8
70,2014-09-01,7
71,2014-09-01,13
72,2014-09-01,7
73,2014-09-01,10
75,2014-09-01,7
76,2014-09-01,0
77,2014-09-01,12
78,2014-09-01,4
79,2014-09-01,1
81,2014-09-01,2
83,2014-09-01,7
84,2014-09-01,2
88,2014-09-01,3
90,2014-09-01,4
94,2014-09-01,2
100,2014-09-01,1
101,2014-09-01,2
102,2014-09-01,5
103,2014-09-01,6
104,2014-09-01,3
105,2014-09-01,8
106,2014-09-01,4
107,2014-09-01,6
108,2014-09-01,6
109,2014-09-01,9
110,2014-09-01,11
111,2014-09-01,5
112,2014-09-01,2
113,2014-09-01,8
114,2014-09-01,4
115,2014-09-01,8
120,2014-09-01,3
121,2014-09-01,0
122,2014-09-01,6
123,2014-09-01,1
1,2014-09-02,10
5,2014-09-02,10
6,2014-09-02,4
7,2014-09-02,0
9,2014-09-02,0
10,2014-09-02,2
13,2014-09-02,8
14,2014-09-02,13
17,2014-09-02,9
18,2014-09-02,10
19,2014-09-02,19
20,2014-09-02,4
22,2014-09-02,1
23,2014-09-02,4
24,2014-09-02,4
25,2014-09-02,4
26,2014-09-02,3
28,2014-09-02,6
30,2014-09-02,3
32,2014-09-02,3
33,2014-09-02,1
34,2014-09-02,8
40,2014-09-02,4
41,2014-09-02,8
42,2014-09-02,6
43,2014-09-02,7
44,2014-09-02,6
45,2014-09-02,5
46,2014-09-02,8
47,2014-09-02,13
48,2014-09-02,3
49,2014-09-02,6
50,2014-09-02,4
52,2014-09-02,5
60,2014-09-02,4
61,2014-09-02,7
62,2014-09-02,9
63,2014-09-02,4
66,2014-09-02,10
67,2014-09-02,17
68,2014-09-02,6
69,2014-09-02,5
70,2014-09-02,6
71,2014-09-02,10
72,2014-09-02,18
73,2014-09-02,6
75,2014-09-02,19
76,2014-09-02,3
77,2014-09-02,4
78,2014-09-02,11
79,2014-09-02,9
81,2014-09-02,5
83,2014-09-02,12
84,2014-09-02,9
88,2014-09-02,5
90,2014-09-02,11
94,2014-09-02,16
100,2014-09-02,1
101,2014-09-02,1
102,2014-09-02,7
103,2014-09-02,4
104,2014-09-02,7
105,2014-09-02,21
106,2014-09-02,7
107,2014-09-02,12
108,2014-09-02,10
109,2014-09-02,16
110,2014-09-02,16
111,2014-09-02,4
112,2014-09-02,6
113,2014-09-02,7
114,2014-09-02,16
115,2014-09-02,4
120,2014-09-02,11
121,2014-09-02,3
122,2014-09-02,9
123,2014-09-02,4
1,2014-09-03,8
5,2014-09-03,6
6,2014-09-03,6
7,2014-09-03,1
9,2014-09-03,6
10,2014-09-03,7
13,2014-09-03,10
14,2014-09-03,10
17,2014-09-03,8
18,2014-09-03,8
19,2014-09-03,13
20,2014-09-03,8
22,2014-09-03,0
23,2014-09-03,6
24,2014-09-03,5
25,2014-09-03,8
26,2014-09-03,1
28,2014-09-03,4
30,2014-09-03,3
32,2014-09-03,1
33,2014-09-03,4
34,2014-09-03,3
40,2014-09-03,7
41,2014-09-03,6
42,2014-09-03,5
43,2014-09-03,13
44,2014-09-03,5
45,2014-09-03,3
46,2014-09-03,7
47,2014-09-03,9
48,2014-09-03,2
49,2014-09-03,8
50,2014-09-03,2
52,2014-09-03,2
60,2014-09-03,2
61,2014-09-03,4
62,2014-09-03,7
63,2014-09-03,6
66,2014-09-03,18
67,2014-09-03,7
68,2014-09-03,3
69,2014-09-03,2
70,2014-09-03,8
71,2014-09-03,2
72,2014-09-03,10
73,2014-09-03,8
75,2014-09-03,15
76,2014-09-03,1
77,2014-09-03,5
78,2014-09-03,7
79,2014-09-03,4
81,2014-09-03,2
83,2014-09-03,2
84,2014-09-03,6
88,2014-09-03,7
90,2014-09-03,9
94,2014-09-03,8
100,2014-09-03,0
101,2014-09-03,1
102,2014-09-03,5
103,2014-09-03,10
104,2014-09-03,7
105,2014-09-03,14
106,2014-09-03,7
107,2014-09-03,5
108,2014-09-03,9
109,2014-09-03,11
110,2014-09-03,4
111,2014-09-03,13
112,2014-09-03,9
113,2014-09-03,3
114,2014-09-03,12
115,2014-09-03,10
120,2014-09-03,10
121,2014-09-03,3
122,2014-09-03,10
123,2014-09-03,5
1,2014-09-04,8
5,2014-09-04,8
6,2014-09-04,4
7,2014-09-04,1
9,2014-09-04,6
10,2014-09-04,10
13,2014-09-04,9
14,2014-09-04,9
17,2014-09-04,7
18,2014-09-04,20
19,2014-09-04,22
20,2014-09-04,4
22,2014-09-04,1
23,2014-09-04,8
24,2014-09-04,1
25,2014-09-04,4
26,2014-09-04,1
28,2014-09-04,2
30,2014-09-04,0
32,2014-09-04,2
33,2014-09-04,5
34,2014-09-04,4
40,2014-09-04,13
41,2014-09-04,5
42,2014-09-04,5
43,2014-09-04,4
44,2014-09-04,7
45,2014-09-04,5
46,2014-09-04,3
47,2014-09-04,5
48,2014-09-04,6
49,2014-09-04,5
50,2014-09-04,5
52,2014-09-04,9
60,2014-09-04,9
61,2014-09-04,7
62,2014-09-04,6
63,2014-09-04,7
66,2014-09-04,11
67,2014-09-04,8
68,2014-09-04,12
69,2014-09-04,4
70,2014-09-04,12
71,2014-09-04,4
72,2014-09-04,13
73,2014-09-04,3
75,2014-09-04,19
76,2014-09-04,6
77,2014-09-04,4
78,2014-09-04,15
79,2014-09-04,13
81,2014-09-04,5
83,2014-09-04,6
84,2014-09-04,11
88,2014-09-04,3
90,2014-09-04,7
94,2014-09-04,6
100,2014-09-04,2
101,2014-09-04,0
102,2014-09-04,7
103,2014-09-04,6
104,2014-09-04,15
105,2014-09-04,32
106,2014-09-04,7
107,2014-09-04,18
108,2014-09-04,14
109,2014-09-04,11
110,2014-09-04,7
111,2014-09-04,15
112,2014-09-04,14
113,2014-09-04,11
114,2014-09-04,7
115,2014-09-04,10
120,2014-09-04,9
121,2014-09-04,0
122,2014-09-04,14
123,2014-09-04,2
1,2014-09-05,11
5,2014-09-05,8
6,2014-09-05,3
7,2014-09-05,5
9,2014-09-05,4
10,2014-09-05,6
13,2014-09-05,8
14,2014-09-05,6
17,2014-09-05,14
18,2014-09-05,12
19,2014-09-05,15
20,2014-09-05,11
22,2014-09-05,0
23,2014-09-05,4
24,2014-09-05,3
25,2014-09-05,7
26,2014-09-05,2
28,2014-09-05,2
30,2014-09-05,6
32,2014-09-05,2
33,2014-09-05,3
34,2014-09-05,7
40,2014-09-05,8
41,2014-09-05,6
42,2014-09-05,2
43,2014-09-05,5
44,2014-09-05,6
45,2014-09-05,1
46,2014-09-05,7
47,2014-09-05,10
48,2014-09-05,4
49,2014-09-05,2
50,2014-09-05,5
52,2014-09-05,5
60,2014-09-05,2
61,2014-09-05,6
62,2014-09-05,9
63,2014-09-05,4
66,2014-09-05,12
67,2014-09-05,4
68,2014-09-05,11
69,2014-09-05,3
70,2014-09-05,8
71,2014-09-05,5
72,2014-09-05,5
73,2014-09-05,5
75,2014-09-05,15
76,2014-09-05,5
77,2014-09-05,3
78,2014-09-05,4
79,2014-09-05,13
81,2014-09-05,2
83,2014-09-05,8
84,2014-09-05,8
88,2014-09-05,7
90,2014-09-05,11
94,2014-09-05,6
100,2014-09-05,2
101,2014-09-05,4
102,2014-09-05,10
103,2014-09-05,9
104,2014-09-05,10
